CustomerKey,MaritalStatus,Gender,YearlyIncome,TotalChildren,Age,LastToPresent,CountOrder,TotalAmount,Education,Occupation
13067,0,0,30000,0,33,274,4,3059.31,1,4
13068,0,0,30000,0,28,297,5,2815.5225,1,4
13069,1,1,30000,0,33,297,3,2731.5425,1,4
13070,0,0,60000,0,34,316,2,56.97,2,4
13071,1,1,60000,0,35,28,6,143.95,2,4
13072,0,0,70000,0,29,21,2,155.0,2,3
13073,1,0,60000,0,32,83,1,21.98,2,3
13074,1,0,60000,0,31,271,2,56.97,2,3
13075,1,1,80000,2,53,102,7,6843.9396,1,4
13076,0,1,80000,2,53,104,5,6862.138199999999,1,4
13077,0,1,70000,2,46,79,6,6766.6282,1,4
13078,0,0,70000,2,52,75,6,6850.4596,1,4
13079,0,1,80000,2,51,88,6,6752.1282,1,3
13080,0,0,80000,2,45,87,9,6844.4082,1,3
13081,0,0,80000,2,51,72,5,6772.1482,1,3
13082,0,1,130000,0,50,78,8,6906.3896,4,1
13083,0,0,70000,0,35,279,4,4532.5225,2,3
13084,0,1,30000,0,33,233,4,1798.96,1,3
13085,0,1,30000,0,34,233,5,3089.7999999999997,0,4
13086,0,1,60000,0,34,121,5,4805.62,2,3
13087,0,1,60000,0,33,98,4,4803.33,2,3
13088,0,0,60000,0,34,116,3,4760.32,2,3
13089,1,0,120000,1,48,77,6,6800.4496,3,1
13090,0,1,130000,0,49,71,6,6812.4182,4,1
13091,0,0,130000,0,43,88,6,6864.9496,4,1
13092,1,1,130000,0,36,65,5,231.96,4,1
13093,0,0,80000,2,50,280,4,4778.33,0,4
13094,1,1,60000,2,45,19,2,56.97,1,3
13095,0,1,60000,2,51,37,12,328.89,1,3
13096,1,1,60000,2,50,20,13,230.68,1,3
13097,1,1,60000,2,45,295,1,21.98,1,3
13098,1,1,60000,2,50,265,2,71.97,1,3
13099,1,1,70000,3,51,106,5,216.96,2,3
13100,1,1,80000,2,45,286,3,2376.9599999999996,3,1
13101,0,1,90000,2,50,194,4,4736.03,2,3
13102,0,0,90000,2,50,295,5,2386.9399999999996,2,3
13103,0,1,70000,0,45,66,8,6842.598199999999,3,3
13104,0,1,70000,0,39,64,8,6894.4396,3,3
13105,1,0,60000,1,46,88,8,5585.4482,3,3
13106,1,0,60000,1,40,76,7,5697.5196,3,3
13107,1,0,60000,1,46,68,6,5650.8982,3,3
13108,1,1,60000,1,45,45,9,5718.6596,3,3
13109,1,0,60000,1,40,50,7,5682.8982,3,3
13110,1,1,60000,1,41,54,3,5583.9382,2,4
13111,0,0,60000,1,46,53,8,5707.1996,2,4
13112,0,0,60000,1,36,47,9,5717.888199999999,2,4
13113,0,1,100000,0,42,85,7,6832.4096,3,3
13114,0,0,100000,0,42,66,5,6807.4496,3,3
13115,0,1,110000,0,30,85,7,6779.4182,4,1
13116,0,1,110000,0,42,70,6,230.25,4,1
13117,0,0,110000,0,42,80,6,6831.4182,4,1
13118,1,0,60000,1,48,36,6,5669.8982,2,4
13119,0,0,70000,0,42,65,6,6829.4496,3,3
13120,1,1,80000,5,37,33,7,205.39000000000001,3,3
13121,1,0,80000,5,37,144,5,121.25,3,3
13122,1,0,80000,0,43,62,7,6871.4296,3,3
13123,0,0,70000,0,38,91,5,6765.4382,3,3
13124,0,1,70000,0,44,26,4,91.92,3,3
13125,0,1,70000,0,38,39,6,138.54,3,3
13126,0,0,70000,0,44,66,7,6815.0782,3,3
13127,0,1,70000,0,43,119,4,86.26,3,3
13128,0,0,70000,0,38,90,5,6817.138199999999,3,3
13129,0,0,70000,0,44,70,5,6823.1482,3,3
13130,1,1,90000,1,43,70,5,6797.1482,3,3
13131,1,0,90000,1,48,66,4,6737.1482,3,3
13132,0,1,90000,1,49,80,9,6880.6182,3,3
13133,0,1,100000,5,48,91,7,6813.1182,3,3
13134,0,0,50000,1,74,51,5,5648.918199999999,4,1
13135,0,1,80000,1,51,72,5,6773.138199999999,2,4
13136,1,0,30000,2,71,112,3,62.269999999999996,2,0
13137,1,0,70000,5,48,223,6,177.94,2,4
13138,1,0,70000,5,48,183,3,83.97,2,4
13139,0,0,70000,1,47,68,7,6854.4496,2,4
13140,1,0,40000,2,55,8,10,325.21,3,1
13141,1,1,40000,2,54,64,7,240.23999999999998,3,1
13142,1,1,40000,0,33,98,3,4798.34,1,4
13143,1,0,40000,0,33,179,3,2404.97,1,4
13144,0,0,40000,0,31,144,11,281.47,1,4
13145,1,1,40000,0,32,85,4,2337.27,1,4
13146,0,0,40000,0,32,255,2,30.97,1,4
13147,1,1,30000,0,27,236,3,74.98,1,4
13148,1,1,30000,0,28,316,3,1137.43,1,4
13149,1,0,10000,5,56,61,3,64.97,1,4
13150,0,0,30000,2,71,176,5,89.24000000000001,2,0
13151,0,1,40000,0,29,55,4,91.95,1,4
13152,1,0,40000,0,30,80,5,4582.5125,1,4
13153,0,1,40000,0,28,350,3,106.96000000000001,1,4
13154,1,1,40000,0,29,84,3,2309.97,1,4
13155,1,1,60000,2,63,33,6,226.95,4,1
13156,1,1,30000,2,62,32,4,2663.6896,2,0
13157,1,0,30000,2,68,22,2,59.980000000000004,2,0
13158,1,0,40000,2,67,99,9,221.91,3,1
13159,1,1,40000,2,66,44,8,208.18,3,1
13160,1,1,70000,2,65,69,5,6839.4596,4,1
13161,1,1,40000,0,32,69,3,4523.532499999999,1,4
13162,0,0,40000,0,32,196,2,85.48,2,4
13163,1,1,40000,0,32,243,2,30.97,2,4
13164,0,0,40000,0,32,212,4,100.46000000000001,2,4
13165,0,1,40000,0,31,79,2,4501.5525,2,4
13166,1,1,40000,0,32,312,2,71.97,2,4
13167,0,1,30000,0,34,83,3,42.28,2,4
13168,0,0,30000,0,34,124,3,74.98,2,4
13169,0,1,80000,0,36,105,3,191.97,3,1
13170,0,1,80000,0,36,279,4,230.96,3,1
13171,0,0,80000,0,40,236,3,191.97,3,1
13172,0,0,80000,0,39,20,3,144.27,3,1
13173,1,1,80000,0,39,284,5,4598.0125,3,1
13174,0,0,80000,0,40,294,4,4558.5225,3,1
13175,1,1,90000,4,40,1,12,286.88,3,1
13176,0,1,130000,0,40,282,4,4753.32,4,1
13177,0,0,70000,0,45,282,3,4498.532499999999,2,4
13178,0,0,80000,4,45,287,3,4498.532499999999,3,1
13179,1,1,80000,5,66,46,10,190.17000000000002,3,1
13180,1,0,80000,5,66,155,4,201.46,3,1
13181,1,1,90000,5,65,87,4,185.95999999999998,3,1
13182,1,1,90000,5,60,53,5,165.95,3,1
13183,1,1,90000,5,66,306,3,195.97,3,1
13184,1,1,90000,5,60,56,5,220.46,3,1
13185,1,1,100000,2,65,191,8,149.84,4,1
13186,1,1,110000,2,65,264,1,21.98,4,1
13187,1,1,110000,2,66,273,2,29.93,4,1
13188,1,1,120000,2,66,108,2,56.97,4,1
13189,0,0,120000,2,60,289,3,4765.63,4,1
13190,0,1,120000,2,66,274,2,4501.5525,4,1
13191,1,0,90000,5,59,151,2,46.47,3,1
13192,1,1,110000,2,65,80,2,56.97,3,1
13193,1,1,110000,2,65,206,2,71.97,3,1
13194,1,1,110000,2,64,131,2,56.97,3,1
13195,1,1,110000,2,53,294,2,71.97,3,1
13196,1,0,110000,2,59,112,2,56.97,3,1
13197,1,0,120000,2,64,79,8,105.19000000000001,4,1
13198,1,0,120000,2,64,122,6,114.95,3,1
13199,0,1,130000,2,65,113,8,105.19,3,1
13200,1,0,130000,2,65,79,2,24.27,3,1
13201,0,1,70000,4,63,53,7,73.16,3,1
13202,0,0,70000,4,64,298,4,4558.5225,3,1
13203,0,0,70000,4,64,297,4,4491.532499999999,3,1
13204,0,0,70000,4,58,85,2,141.98,3,1
13205,1,1,70000,5,64,282,4,4803.32,3,1
13206,0,0,70000,5,57,148,11,163.19,3,1
13207,1,1,70000,5,57,114,2,85.48,3,1
13208,0,0,70000,5,62,292,5,4813.32,3,1
13209,1,0,60000,4,63,150,1,2319.99,3,1
13210,1,1,60000,4,63,79,2,4501.5525,3,1
13211,1,1,60000,4,62,9,2,30.97,3,1
13212,1,1,60000,4,63,81,4,4564.492499999999,3,1
13213,1,0,60000,4,62,326,1,21.98,3,1
13214,1,1,60000,4,61,81,2,4501.5525,3,1
13215,1,0,60000,5,62,169,4,71.95,3,1
13216,1,0,60000,5,61,265,3,96.46000000000001,3,1
13217,0,1,60000,5,56,133,3,2351.9599999999996,3,1
13218,1,0,60000,5,62,87,2,85.48,3,1
13219,1,1,60000,5,62,115,1,21.98,3,1
13220,1,0,70000,3,62,302,4,4682.532499999999,3,1
13221,1,0,70000,3,61,279,4,4795.3099999999995,3,1
13222,1,1,70000,4,62,83,9,150.41,3,1
13223,0,1,70000,4,62,95,2,56.97,3,1
13224,1,0,70000,4,62,250,4,4536.032499999999,3,1
13225,1,1,60000,5,61,61,3,4503.8425,3,1
13226,1,0,60000,5,61,64,4,4564.492499999999,3,1
13227,1,1,60000,5,61,289,2,71.97,3,1
13228,1,1,60000,5,61,186,2,56.97,3,1
13229,1,1,70000,4,61,209,1,21.98,3,1
13230,1,0,70000,4,61,264,4,4905.32,3,1
13231,1,0,40000,2,59,133,11,247.9,1,3
13232,0,0,60000,2,59,143,1,21.98,2,3
13233,1,1,60000,2,59,86,5,4587.5125,2,3
13234,0,1,60000,2,54,362,3,36.96,2,3
13235,1,1,60000,2,59,344,2,56.97,2,3
13236,1,1,60000,2,60,100,1,21.98,2,3
13237,1,1,70000,4,60,272,4,4516.532499999999,3,1
13238,1,1,70000,4,59,245,3,4511.5425,3,1
13239,1,1,40000,2,53,38,11,185.7,0,4
13240,1,1,60000,2,53,150,1,21.98,3,1
13241,1,0,40000,2,53,146,3,2325.9599999999996,0,4
13242,0,1,70000,4,52,111,2,56.97,2,3
13243,0,0,70000,2,56,246,3,4511.5425,1,3
13244,1,1,70000,2,56,110,3,81.46000000000001,1,3
13245,1,1,60000,2,57,205,2,46.47,2,3
13246,1,0,60000,3,56,67,5,4813.3099999999995,1,3
13247,1,1,60000,3,50,72,4,4548.5225,1,3
13248,1,0,60000,3,56,83,4,4491.532499999999,1,3
13249,1,1,70000,4,56,191,5,4795.34,2,3
13250,1,0,70000,4,50,267,2,4501.5525,2,3
13251,1,1,130000,2,39,266,7,6844.4182,2,3
13252,1,0,130000,2,50,255,5,6820.4596,2,3
13253,1,0,130000,2,39,246,6,6774.4496,2,3
13254,1,0,150000,1,50,257,6,6801.128199999999,2,3
13255,1,1,130000,2,51,57,12,7393.0581999999995,2,3
13256,0,0,130000,2,50,34,13,7494.8796,2,3
13257,1,1,130000,2,51,53,9,8941.28,2,3
13258,1,0,130000,2,51,45,10,8886.53,2,3
13259,1,1,130000,2,50,71,14,7853.49,2,3
13260,1,1,130000,3,50,168,8,7239.5599999999995,2,3
13261,1,0,130000,3,51,120,6,7200.58,2,3
13262,1,1,150000,2,50,125,5,86.95,1,3
13263,0,0,110000,2,52,206,12,10872.06,2,3
13264,1,0,120000,3,52,113,8,7265.5599999999995,1,3
13265,0,1,120000,3,52,84,8,7259.5599999999995,1,3
13266,1,1,70000,3,52,314,2,29.93,2,3
13267,1,1,30000,4,76,22,8,124.93,1,3
13268,1,0,40000,3,76,147,12,289.7,2,3
13269,0,0,50000,2,76,64,4,4507.5225,4,1
13270,0,1,50000,2,74,123,5,2394.95,4,1
13271,1,1,50000,2,74,135,1,2319.99,4,1
13272,0,0,90000,3,75,91,3,81.46000000000001,4,1
13273,0,0,110000,1,75,259,4,4657.532499999999,4,1
13274,0,1,90000,4,43,264,6,4837.8099999999995,2,3
13275,1,1,100000,3,42,352,1,21.98,3,1
13276,1,0,100000,3,37,55,1,21.98,3,1
13277,0,1,100000,4,42,272,3,4498.532499999999,2,3
13278,0,1,110000,2,42,268,4,4578.5225,3,1
13279,1,0,130000,1,42,250,4,4533.5225,4,1
13280,1,0,90000,5,32,270,4,4558.5225,2,3
13281,1,1,110000,4,38,18,1,21.98,3,1
13282,1,0,120000,4,33,62,2,56.97,2,3
13283,1,1,80000,3,51,257,3,4498.532499999999,2,3
13284,1,0,80000,3,52,210,5,4767.53,2,3
13285,1,0,80000,4,45,94,11,214.35,2,3
13286,0,0,90000,0,39,247,4,4516.532499999999,2,3
13287,0,1,110000,4,44,256,2,4763.34,3,1
13288,1,1,120000,4,33,252,6,4573.5025,2,3
13289,1,0,70000,5,35,13,6,66.25,2,3
13290,1,1,80000,5,46,73,8,111.89,2,3
13291,1,0,80000,5,46,248,3,81.46000000000001,2,3
13292,0,0,90000,5,40,247,3,4478.8425,2,3
13293,1,0,110000,1,46,192,1,21.98,3,1
13294,1,0,80000,5,47,114,4,86.95,2,3
13295,1,0,90000,4,41,5,2,71.97,1,3
13296,1,1,110000,1,47,307,1,21.98,3,1
13297,1,1,110000,1,47,186,1,21.98,2,3
13298,1,0,130000,1,41,255,3,4511.5425,3,1
13299,1,0,130000,1,46,271,6,4835.299999999999,3,1
13300,1,1,60000,2,47,151,4,45.95,1,3
13301,0,0,60000,2,48,135,3,66.96000000000001,1,3
13302,0,1,60000,2,52,333,2,56.97,1,3
13303,1,1,70000,4,47,144,6,66.25,1,3
13304,0,0,70000,4,52,250,5,4612.5125,1,3
13305,1,1,70000,4,42,269,2,71.97,1,3
13306,1,0,70000,4,52,43,2,71.97,1,3
13307,1,0,100000,2,73,238,3,81.46000000000001,4,1
13308,1,0,60000,2,72,276,2,29.93,4,1
13309,1,0,90000,4,66,284,1,21.98,3,1
13310,1,1,100000,0,47,321,2,29.93,2,3
13311,1,0,100000,0,48,34,2,29.93,2,3
13312,1,0,110000,3,48,190,3,80.96000000000001,2,3
13313,1,0,120000,1,42,321,2,76.97,1,3
13314,1,1,120000,1,48,256,6,4854.29,1,3
13315,1,1,80000,2,54,269,4,4541.532499999999,0,4
13316,1,1,80000,3,54,262,5,4576.532499999999,0,4
13317,0,1,60000,2,53,66,2,56.97,1,3
13318,1,0,60000,2,54,117,12,214.26,0,4
13319,0,1,70000,3,54,252,6,4647.5125,1,3
13320,0,0,70000,3,55,336,1,21.98,4,1
13321,0,0,70000,3,54,29,4,71.95,4,1
13322,0,0,70000,3,55,264,2,85.48,4,1
13323,1,1,70000,3,55,46,2,141.98,4,1
13324,1,0,130000,2,70,264,6,4526.782499999999,3,1
13325,1,1,90000,5,70,246,4,4558.5225,3,1
13326,1,1,130000,2,70,253,3,4511.5525,3,1
13327,1,0,170000,1,70,192,2,30.97,4,1
13328,0,1,80000,4,69,205,6,4708.0199999999995,4,1
13329,1,1,90000,5,69,250,5,4807.3099999999995,3,1
13330,1,0,100000,2,68,140,6,94.95,4,1
13331,1,0,130000,2,68,200,3,65.96000000000001,3,1
13332,1,1,90000,5,67,103,2,56.97,3,1
13333,1,0,90000,5,68,126,1,21.98,3,1
13334,1,0,90000,5,68,181,4,71.95,3,1
13335,0,0,90000,5,62,59,2,71.97,3,1
13336,1,0,100000,2,67,295,3,106.96000000000001,4,1
13337,1,0,80000,5,60,236,2,180.98,3,1
13338,0,0,90000,5,60,2,5,121.94,3,1
13339,0,0,90000,5,66,353,2,30.97,3,1
13340,1,0,90000,5,66,253,5,4546.5225,3,1
13341,1,1,90000,5,65,347,2,141.98,3,1
13342,0,1,90000,5,66,82,3,32.22,3,1
13343,1,0,90000,5,60,188,6,4720.2699999999995,3,1
13344,1,0,110000,2,65,271,3,80.96000000000001,3,1
13345,1,1,130000,2,66,203,6,4759.51,3,1
13346,0,1,110000,2,65,271,3,4498.532499999999,3,1
13347,1,0,120000,2,65,237,2,71.97,3,1
13348,1,1,130000,2,65,250,6,4615.032499999999,3,1
13349,1,0,130000,2,64,349,1,21.98,3,1
13350,1,1,170000,2,64,0,7,132.45,4,1
13351,0,0,70000,4,64,265,2,4476.5525,3,1
13352,0,1,70000,4,58,221,2,56.97,3,1
13353,0,0,60000,4,58,89,6,4547.5025,4,1
13354,1,1,70000,5,58,264,3,4498.532499999999,3,1
13355,1,1,70000,5,63,245,4,4558.532499999999,3,1
13356,1,0,60000,4,63,104,2,30.97,3,1
13357,0,1,60000,4,62,66,5,4543.8324999999995,3,1
13358,1,0,60000,4,63,130,5,2386.9399999999996,3,1
13359,1,1,60000,4,62,82,4,4637.8425,3,1
13360,1,0,60000,5,62,358,2,56.97,3,1
13361,1,1,60000,5,61,81,3,4765.63,3,1
13362,0,0,60000,5,51,66,2,4476.5525,3,1
13363,1,0,70000,3,62,334,2,71.97,3,1
13364,0,0,70000,4,61,258,2,56.97,3,1
13365,1,1,70000,4,56,139,2,24.27,3,1
13366,1,1,70000,4,56,209,4,4749.04,3,1
13367,1,0,70000,4,61,270,4,4516.532499999999,3,1
13368,1,1,70000,4,44,94,2,71.97,3,1
13369,1,0,80000,5,60,246,4,4778.33,3,1
13370,1,1,60000,2,54,71,2,2329.99,2,3
13371,0,0,60000,2,54,175,2,71.97,2,3
13372,1,1,60000,2,59,358,2,76.97,2,3
13373,0,0,60000,2,60,303,4,71.95,2,3
13374,1,1,60000,2,54,107,2,56.97,2,3
13375,1,1,60000,2,60,56,2,71.97,2,3
13376,1,1,60000,2,54,124,2,30.97,2,3
13377,1,1,70000,4,60,272,1,2319.99,3,1
13378,1,0,70000,4,54,271,6,4522.5025,2,3
13379,0,0,60000,2,59,195,2,24.27,2,3
13380,1,0,60000,2,58,71,4,4820.3099999999995,3,1
13381,1,0,60000,2,53,188,2,71.97,3,1
13382,1,1,70000,5,54,250,4,4525.8225,2,3
13383,0,0,60000,2,52,86,3,4511.5425,2,3
13384,0,1,60000,2,57,69,4,4573.5225,2,3
13385,0,0,60000,2,57,76,6,4548.5025,2,3
13386,1,1,60000,2,58,118,3,84.96000000000001,2,3
13387,1,0,60000,2,58,87,4,2337.27,2,3
13388,0,1,60000,2,58,329,3,106.96000000000001,2,3
13389,1,0,70000,4,57,59,4,115.95000000000002,2,3
13390,1,0,70000,4,58,29,5,99.94,2,3
13391,1,0,40000,2,57,118,3,2405.47,0,4
13392,1,1,70000,2,57,80,2,56.97,1,3
13393,1,1,70000,2,57,263,3,2351.9599999999996,1,3
13394,0,1,70000,2,57,261,4,2318.9599999999996,1,3
13395,1,1,70000,2,57,194,1,21.98,1,3
13396,1,1,70000,2,57,244,4,2362.27,1,3
13397,1,1,60000,2,51,77,6,2396.9399999999996,2,3
13398,1,1,60000,2,40,68,2,2322.2799999999997,2,3
13399,1,1,60000,2,57,81,1,2294.99,2,3
13400,1,0,60000,2,51,82,6,4568.5025,2,3
13401,0,0,60000,3,50,68,3,4798.34,1,3
13402,1,1,60000,3,56,91,3,4793.33,1,3
13403,0,0,70000,5,56,259,4,4578.5225,2,3
13404,1,1,130000,2,38,246,7,6812.1182,2,3
13405,1,1,110000,2,50,188,11,10778.609999999999,2,3
13406,1,1,130000,2,51,72,9,7300.55,2,3
13407,0,0,150000,2,50,248,8,6904.098199999999,1,3
13408,1,0,170000,2,51,246,8,6792.1182,3,1
13409,1,1,110000,3,47,98,5,108.95,2,3
13410,1,0,110000,3,52,235,2,14.98,2,3
13411,1,0,130000,3,53,243,5,6819.4596,2,3
13412,1,1,130000,3,52,39,4,45.26,2,3
13413,1,1,60000,2,75,89,2,56.97,4,1
13414,1,1,80000,3,75,267,1,2319.99,4,1
13415,0,1,100000,1,75,247,3,2325.9599999999996,4,1
13416,0,1,110000,1,69,324,3,106.96000000000001,4,1
13417,1,1,110000,1,75,271,4,2369.97,4,1
13418,1,1,90000,4,43,167,4,4768.05,2,3
13419,1,0,90000,5,43,269,2,4476.5525,2,3
13420,1,0,120000,3,43,269,3,4798.33,3,1
13421,1,0,130000,2,43,276,2,24.27,4,1
13422,0,0,160000,0,31,257,3,81.46000000000001,4,1
13423,0,1,80000,4,44,1,8,172.89000000000001,3,1
13424,1,0,90000,5,32,249,5,4807.3099999999995,2,3
13425,1,1,90000,5,44,248,4,4810.3099999999995,2,3
13426,0,0,110000,3,44,264,3,4498.532499999999,3,1
13427,0,1,130000,2,38,252,1,2294.99,3,1
13428,1,1,130000,3,43,262,2,2316.97,3,1
13429,1,0,150000,2,44,231,4,4587.032499999999,3,1
13430,1,1,150000,2,33,312,2,30.97,3,1
13431,1,1,70000,3,52,229,6,4592.5025,2,3
13432,0,1,80000,3,35,307,2,56.97,2,3
13433,0,0,90000,2,52,232,4,4533.5225,2,3
13434,0,0,50000,2,73,107,2,2354.99,4,1
13435,1,0,70000,4,73,226,5,4838.32,4,1
13436,0,0,90000,0,45,238,3,4498.532499999999,2,3
13437,1,1,90000,0,39,332,3,80.96000000000001,2,3
13438,0,0,90000,0,44,231,2,4501.5525,2,3
13439,1,1,110000,4,45,255,2,56.97,3,1
13440,0,0,80000,5,40,175,5,4818.53,2,3
13441,1,1,90000,5,40,60,2,46.47,2,3
13442,0,0,90000,5,45,222,4,4500.8225,2,3
13443,1,0,100000,1,46,230,3,4536.5425,2,3
13444,0,0,110000,1,46,199,2,56.97,3,1
13445,1,1,120000,1,46,75,2,75.97,2,3
13446,0,0,120000,1,46,223,3,4536.5525,2,3
13447,1,0,130000,1,46,225,4,4533.5225,3,1
13448,1,0,130000,1,46,241,1,21.98,3,1
13449,0,1,80000,5,47,229,5,4526.5225,2,3
13450,0,0,90000,4,41,235,3,4773.33,1,3
13451,1,0,110000,1,41,102,1,21.98,2,3
13452,1,0,130000,1,47,242,5,4800.299999999999,3,1
13453,1,0,130000,1,47,225,5,4576.532499999999,3,1
13454,1,1,130000,1,47,228,3,2344.2599999999998,3,1
13455,1,0,130000,3,41,232,3,2349.9199999999996,3,1
13456,0,0,80000,2,53,243,5,4582.5125,0,4
13457,1,1,60000,2,53,176,2,56.97,1,3
13458,1,0,60000,2,52,355,4,44.910000000000004,1,3
13459,1,1,60000,2,53,78,2,56.97,1,3
13460,0,0,80000,2,53,176,4,4693.04,0,4
13461,0,1,130000,2,73,227,2,4476.5525,4,1
13462,0,1,50000,2,66,54,5,4558.0125,4,1
13463,1,0,60000,2,72,76,3,106.96000000000001,4,1
13464,1,0,70000,4,71,226,2,4501.5525,4,1
13465,1,0,100000,2,72,68,2,75.97,4,1
13466,1,1,80000,5,48,43,6,133.45,2,3
13467,0,1,90000,4,48,263,1,21.98,1,3
13468,0,0,100000,3,47,223,6,4626.5225,2,3
13469,0,1,100000,0,47,12,2,71.97,2,3
13470,0,0,100000,0,47,39,2,56.97,2,3
13471,1,1,120000,1,48,253,2,30.97,1,3
13472,1,1,80000,2,54,218,4,2518.9799999999996,0,4
13473,1,1,80000,3,54,233,4,2318.9599999999996,0,4
13474,1,0,60000,2,54,99,14,339.48,0,4
13475,1,1,60000,2,54,49,2,56.97,0,4
13476,1,1,60000,2,53,225,2,75.97,0,4
13477,1,0,70000,3,54,215,3,4511.5425,1,3
13478,0,0,70000,3,54,238,5,4898.32,1,3
13479,0,0,70000,3,49,158,2,75.97,4,1
13480,0,0,70000,3,55,253,3,81.46000000000001,4,1
13481,1,1,70000,3,55,18,2,30.97,4,1
13482,1,0,40000,3,50,52,4,4500.8225,2,3
13483,1,1,40000,3,55,191,2,56.97,2,3
13484,0,1,110000,2,71,239,5,4813.32,4,1
13485,1,1,130000,2,70,347,3,36.96,4,1
13486,0,0,130000,2,71,148,7,225.44,3,1
13487,1,0,150000,1,71,223,4,4533.5225,4,1
13488,1,0,120000,2,70,230,2,141.98,4,1
13489,1,0,90000,5,69,218,3,4740.63,3,1
13490,1,1,120000,2,69,323,2,56.97,4,1
13491,1,0,120000,2,69,15,9,176.41,4,1
13492,1,1,130000,2,68,216,5,4500.5225,3,1
13493,1,0,10000,1,43,279,4,48.96,4,2
13494,0,1,10000,1,46,255,2,39.980000000000004,4,2
13495,1,1,20000,1,45,285,5,57.95,4,0
13496,1,1,20000,1,46,286,2,36.59,4,0
13497,1,0,20000,1,47,338,2,39.980000000000004,4,0
13498,0,1,30000,4,46,162,3,100.09,4,0
13499,0,0,30000,4,46,349,2,133.49,4,0
13500,1,0,10000,1,50,69,2,39.980000000000004,3,2
13501,1,1,10000,1,50,256,2,39.980000000000004,3,2
13502,0,0,10000,1,50,163,2,54.980000000000004,3,2
13503,1,1,10000,1,45,251,5,101.25,2,2
13504,1,0,10000,2,52,41,5,5923.23,2,2
13505,1,0,10000,2,52,183,7,127.92999999999999,2,2
13506,0,1,10000,2,42,117,2,123.97999999999999,2,2
13507,1,0,10000,2,52,278,3,43.97,2,2
13508,1,0,20000,1,71,358,3,128.97,4,0
13509,1,1,30000,1,70,235,4,48.96,4,0
13510,1,1,10000,2,62,360,2,94.47999999999999,2,2
13511,0,1,10000,2,67,43,5,6012.23,2,2
13512,1,0,10000,2,66,175,1,69.99,2,2
13513,1,0,30000,1,66,55,4,5918.24,3,0
13514,0,0,10000,3,66,56,5,5973.24,2,2
13515,1,0,20000,1,66,32,5,5948.24,2,2
13516,1,1,30000,1,66,165,3,43.97,3,0
13517,0,1,30000,1,66,87,9,5666.378199999999,3,0
13518,0,1,10000,0,29,46,4,2638.3582,2,2
13519,0,1,10000,0,29,394,2,4492.4482,2,2
13520,0,0,10000,0,30,336,4,4551.3596,2,2
13521,0,0,10000,0,30,359,2,4514.7696,2,2
13522,0,1,10000,0,30,217,2,59.980000000000004,1,2
13523,0,0,10000,0,31,216,4,67.26,1,2
13524,1,0,20000,0,29,287,4,4528.7496,3,0
13525,1,0,20000,0,30,253,6,4607.2296,3,0
13526,1,0,20000,0,30,224,3,4549.7596,3,0
13527,1,0,20000,0,31,198,4,4529.0382,2,2
13528,1,0,20000,0,30,162,5,4531.0396,2,2
13529,0,0,20000,0,31,170,5,4614.8596,2,2
13530,1,0,40000,1,64,136,3,186.28,4,0
13531,1,1,30000,4,47,145,1,69.99,4,0
13532,1,0,30000,4,41,125,2,7.28,4,0
13533,0,1,30000,4,41,51,6,137.94,4,0
13534,1,0,30000,3,47,57,6,86.24000000000001,4,0
13535,0,1,20000,1,48,101,6,59.2,2,2
13536,0,0,10000,1,38,38,5,5973.24,1,2
13537,0,0,10000,1,48,37,5,5910.219999999999,1,2
13538,0,0,20000,2,37,55,3,5908.25,2,2
13539,0,1,30000,3,49,91,4,78.96000000000001,4,0
13540,1,0,40000,3,37,185,9,6528.179999999999,4,0
13541,1,0,40000,3,48,212,9,6536.69,4,0
13542,1,0,30000,1,44,56,4,5943.24,3,0
13543,0,1,30000,1,50,35,5,5923.23,3,0
13544,0,0,20000,0,32,72,6,108.44,2,2
13545,1,1,30000,0,38,47,3,5908.25,3,0
13546,1,1,30000,0,38,47,4,5918.24,3,0
13547,0,0,10000,2,33,119,5,83.95,1,2
13548,1,0,30000,0,37,32,3,5908.25,3,0
13549,0,1,10000,2,39,272,2,94.47999999999999,1,2
13550,0,1,20000,0,39,313,1,69.99,2,2
13551,1,1,30000,0,38,89,5,5622.918199999999,3,0
13552,0,1,30000,0,39,43,4,5922.53,3,0
13553,1,0,30000,1,33,71,4,5603.2396,3,0
13554,1,0,30000,1,38,87,4,5641.2496,3,0
13555,1,0,40000,0,33,118,9,6484.45,4,0
13556,0,0,40000,0,38,71,7,6497.21,4,0
13557,1,0,40000,0,39,186,4,4443.3796,4,0
13558,1,0,40000,0,33,76,6,6500.219999999999,4,0
13559,0,0,50000,0,39,210,7,6508.71,4,4
13560,1,1,50000,0,33,157,5,6453.23,4,4
13561,1,1,50000,0,39,208,4,4393.3582,4,4
13562,0,1,50000,0,39,207,2,4369.0882,4,4
13563,1,1,50000,0,39,173,5,5948.23,4,4
13564,1,0,10000,3,56,55,6,5932.219999999999,2,2
13565,1,0,10000,3,40,38,4,4775.63,2,2
13566,0,0,10000,3,57,219,2,13.98,1,2
13567,1,0,10000,4,56,37,4,5935.55,1,2
13568,1,1,10000,4,57,344,2,119.97999999999999,1,2
13569,0,1,10000,2,34,242,3,48.970000000000006,1,2
13570,0,1,10000,2,40,31,5,5948.23,1,2
13571,1,1,10000,2,34,365,3,144.47,1,2
